order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,order_year,order_month,order_month_name,profit_amount,calculated_profit_margin
O109331,C13269,P249346,Sports,71.19,0.1,1,Debit Card,2024-11-01,4,South,No,64.07,7.05,12.17,49,Male,2024,11,November,57.019999999999996,88.9964101763696
O109332,C13199,P209033,Fashion,8.24,0.2,1,UPI,2024-06-12,8,South,No,6.59,2.66,-0.35,45,Female,2024,6,June,3.9299999999999997,59.63581183611532
O109333,C12579,P231070,Fashion,60.67,0.0,1,COD,2025-02-12,6,Central,Yes,60.67,6.16,15.07,41,Female,2025,2,February,54.510000000000005,89.84671171913632
O109334,C16103,P246922,Grocery,5.37,0.05,1,COD,2024-09-28,4,Central,No,5.1,3.16,-2.75,57,Female,2024,9,September,1.9399999999999995,38.0392156862745
O109335,C15530,P249104,Grocery,2.28,0.15,1,COD,2024-11-08,4,Central,No,1.94,2.5,-2.34,53,Female,2024,11,November,-0.56,-28.865979381443303
O109336,C14005,P212199,Electronics,302.34,0.15,1,Debit Card,2024-12-23,4,North,No,391.76,6.75,62.54,64,Male,2024,12,December,385.01,98.27700633040637
O109337,C14935,P212776,Grocery,2.98,0.1,1,PayPal,2024-07-05,5,North,No,2.68,1.66,-1.45,57,Male,2024,7,July,1.0200000000000002,38.059701492537314
O109338,C17232,P222727,Grocery,10.3,0.05,2,Debit Card,2024-07-11,6,North,No,19.57,4.67,-3.1,41,Female,2024,7,July,14.9,76.13694430250384
O109339,C17861,P202931,Beauty,41.06,0.2,2,COD,2024-03-01,5,West,No,65.7,5.7,23.86,27,Female,2024,3,March,60.0,91.32420091324201
O109340,C10240,P214843,Beauty,8.44,0.0,1,Credit Card,2023-12-20,6,East,No,8.44,2.11,1.69,57,Female,2023,12,December,6.33,75.0
O109341,C13440,P205699,Fashion,116.58,0.0,1,Credit Card,2024-05-13,3,Central,No,116.58,8.72,32.08,21,Male,2024,5,May,107.86,92.52015783153199
O109342,C14631,P221224,Electronics,180.93,0.0,1,COD,2023-12-11,4,West,No,180.93,6.89,14.82,29,Male,2023,12,December,174.04000000000002,96.19189741889129
O109343,C11407,P227321,Beauty,15.37,0.0,2,COD,2025-07-29,5,West,No,30.74,5.56,8.27,32,Female,2025,7,July,25.18,81.9128171763175
O109344,C13502,P207636,Toys,4.77,0.05,1,Debit Card,2024-09-03,6,East,No,4.53,3.07,-1.26,44,Female,2024,9,September,1.4600000000000004,32.229580573951445
O109345,C14038,P201860,Sports,111.69,0.0,1,Credit Card,2024-03-18,6,West,No,111.69,9.18,24.33,66,Male,2024,3,March,102.50999999999999,91.78082191780821
O109346,C10082,P214989,Fashion,38.62,0.2,1,COD,2024-10-09,7,West,No,30.9,5.74,5.07,43,Female,2024,10,October,25.159999999999997,81.42394822006472
O109347,C15077,P248005,Fashion,184.75,0.0,1,PayPal,2023-09-25,6,West,Yes,184.75,8.03,56.63,59,Female,2023,9,September,176.72,95.65358592692829
O109348,C17998,P237135,Beauty,32.36,0.1,2,COD,2025-02-21,5,Central,Yes,58.25,5.53,20.68,67,Female,2025,2,February,52.72,90.50643776824035
O109349,C13768,P246422,Beauty,37.86,0.1,1,Debit Card,2024-05-12,4,South,No,34.07,4.82,10.51,63,Female,2024,5,May,29.25,85.85265629586146
O109350,C10950,P234939,Electronics,122.15,0.0,1,Wallet,2024-05-08,5,South,No,122.15,7.68,6.98,68,Female,2024,5,May,114.47,93.71264838313549
O109351,C17995,P236062,Beauty,33.56,0.0,1,Debit Card,2025-02-15,5,West,No,33.56,4.98,10.12,41,Female,2025,2,February,28.580000000000002,85.16090584028605
O109352,C10610,P213801,Sports,90.15,0.1,1,Credit Card,2025-06-09,5,South,No,81.14,6.04,18.3,60,Female,2025,6,June,75.1,92.55607591816613
O109353,C14669,P230398,Fashion,30.43,0.15,1,Debit Card,2024-04-21,5,Central,No,25.87,4.54,4.51,37,Male,2024,4,April,21.330000000000002,82.45071511403171
O109354,C16429,P204747,Fashion,80.04,0.05,1,Debit Card,2023-12-28,3,North,No,76.04,6.49,20.12,68,Female,2023,12,December,69.55000000000001,91.46501841136245
O109355,C15084,P237160,Fashion,193.89,0.15,1,Credit Card,2024-07-29,7,East,No,164.81,7.42,50.26,66,Female,2024,7,July,157.39000000000001,95.49784600449003
O109356,C13605,P205238,Grocery,2.31,0.05,1,UPI,2025-01-09,3,North,No,2.19,0.0,0.18,63,Female,2025,1,January,2.19,100.0
O109357,C14554,P202834,Home,214.79,0.0,1,PayPal,2025-08-15,8,South,No,214.79,7.89,52.25,21,Male,2025,8,August,206.9,96.32664462963825
O109358,C13283,P248203,Beauty,64.72,0.05,1,Debit Card,2023-11-25,4,North,No,61.48,5.58,22.09,56,Male,2023,11,November,55.9,90.92387768379962
O109359,C12173,P245676,Sports,47.23,0.05,1,COD,2024-06-20,5,West,No,44.87,4.46,9.0,18,Female,2024,6,June,40.41,90.06017383552485
O109360,C13484,P226230,Home,69.38,0.05,1,COD,2023-12-28,6,East,No,65.91,5.39,13.06,27,Female,2023,12,December,60.519999999999996,91.82218176301016
O109361,C11522,P207116,Electronics,302.34,0.0,1,UPI,2024-03-27,4,North,No,391.76,8.91,58.85,34,Male,2024,3,March,382.84999999999997,97.7256483561364
O109362,C16568,P202928,Sports,302.34,0.05,1,Debit Card,2024-04-09,5,West,No,296.42,8.08,80.58125000000001,44,Female,2024,4,April,288.34000000000003,97.27413804736523
O109363,C12601,P228179,Sports,284.9,0.1,1,Wallet,2024-10-16,6,East,No,256.41,8.36,68.56,20,Female,2024,10,October,248.05,96.73959673959673
O109364,C12657,P222134,Fashion,7.81,0.2,1,Debit Card,2024-04-22,5,East,No,6.25,2.98,-0.79,69,Male,2024,4,April,3.27,52.32
O109365,C16080,P239262,Electronics,302.34,0.0,3,Credit Card,2025-04-26,5,East,No,391.76,10.7,80.58125000000001,34,Female,2025,4,April,381.06,97.26873596079233
O109366,C15662,P234440,Sports,96.83,0.1,1,UPI,2024-09-26,3,North,No,87.15,6.51,19.63,20,Male,2024,9,September,80.64,92.5301204819277
O109367,C17325,P208190,Sports,63.76,0.1,1,PayPal,2024-07-14,3,Central,No,57.38,5.98,11.23,29,Female,2024,7,July,51.400000000000006,89.57825026141514
O109368,C12159,P223828,Electronics,302.34,0.05,3,COD,2025-01-05,7,East,No,391.76,11.38,80.58125000000001,57,Male,2025,1,January,380.38,97.09516030222586
O109369,C12449,P204350,Sports,168.47,0.0,5,Credit Card,2025-06-28,5,South,No,391.76,10.98,80.58125000000001,22,Female,2025,6,June,380.78,97.19726363079437
O109370,C13830,P234055,Grocery,10.37,0.05,1,Credit Card,2025-07-20,3,North,No,9.85,3.86,-3.07,57,Male,2025,7,July,5.99,60.81218274111676
O109371,C10121,P243686,Electronics,221.88,0.2,1,UPI,2024-05-13,4,West,No,177.5,8.3,13.0,54,Female,2024,5,May,169.2,95.32394366197182
O109372,C14368,P216036,Beauty,18.67,0.05,1,UPI,2023-10-04,3,Central,No,17.74,5.01,2.97,48,Male,2023,10,October,12.729999999999999,71.75873731679819
O109373,C11317,P228700,Sports,47.69,0.1,3,Debit Card,2025-04-02,6,West,No,128.76,6.94,31.69,30,Male,2025,4,April,121.82,94.61012736874807
O109374,C14493,P206610,Fashion,61.1,0.0,1,Debit Card,2024-02-26,3,North,No,61.1,5.82,15.56,32,Male,2024,2,February,55.28,90.47463175122749
O109375,C12518,P242018,Sports,228.88,0.05,5,Credit Card,2024-02-27,4,Central,No,391.76,9.48,80.58125000000001,47,Male,2024,2,February,382.28,97.58015111292627
O109376,C15080,P229420,Toys,7.67,0.0,1,Debit Card,2025-01-27,5,South,No,7.67,3.15,-0.08,28,Female,2025,1,January,4.52,58.93089960886571
O109377,C11230,P225177,Toys,36.34,0.1,1,UPI,2024-04-28,6,West,No,32.71,5.9,7.18,46,Female,2024,4,April,26.810000000000002,81.96270253745033
O109378,C11133,P227850,Fashion,27.0,0.0,1,UPI,2025-01-09,4,South,No,27.0,4.22,5.23,41,Female,2025,1,January,22.78,84.37037037037037
O109379,C17607,P239651,Toys,4.78,0.0,4,Debit Card,2025-02-20,4,Central,No,19.12,5.49,2.16,44,Female,2025,2,February,13.63,71.28661087866108
O109380,C11301,P211170,Home,15.44,0.0,1,PayPal,2024-11-28,5,East,No,15.44,3.48,0.84,35,Female,2024,11,November,11.959999999999999,77.46113989637306
O109381,C14034,P249282,Fashion,37.09,0.0,3,UPI,2025-02-26,4,West,No,111.27,7.48,31.46,64,Male,2025,2,February,103.78999999999999,93.27761301339085
O109382,C17735,P240812,Electronics,302.34,0.0,1,PayPal,2024-09-19,4,West,No,323.02,8.13,30.63,32,Female,2024,9,September,314.89,97.48312797969166
O109383,C11910,P241070,Grocery,1.08,0.0,3,PayPal,2024-05-08,5,East,No,3.24,4.45,-4.19,68,Male,2024,5,May,-1.21,-37.34567901234567
O109384,C16712,P227147,Home,149.22,0.0,1,Debit Card,2023-09-28,6,West,No,149.22,6.62,35.16,66,Male,2023,9,September,142.6,95.56359737300629
O109385,C11505,P235502,Toys,16.37,0.05,1,Debit Card,2024-01-10,6,North,No,15.55,5.29,0.93,29,Male,2024,1,January,10.260000000000002,65.9807073954984
O109386,C17970,P225406,Electronics,302.34,0.0,3,Debit Card,2024-03-22,5,West,No,391.76,11.35,80.58125000000001,20,Female,2024,3,March,380.40999999999997,97.1028180518685
O109387,C13185,P201066,Toys,4.17,0.0,1,Debit Card,2025-05-05,5,West,No,4.17,2.91,-1.24,57,Male,2025,5,May,1.2599999999999998,30.215827338129493
O109388,C11916,P204970,Electronics,302.34,0.0,2,Credit Card,2025-04-08,5,East,No,391.76,10.84,80.58125000000001,58,Male,2025,4,April,380.92,97.23299979579335
O109389,C17040,P249436,Electronics,129.52,0.15,1,PayPal,2025-03-03,5,West,No,110.09,7.12,6.09,21,Female,2025,3,March,102.97,93.53256426560087
O109390,C14915,P223350,Grocery,4.04,0.0,1,Debit Card,2024-09-15,7,East,No,4.04,3.29,-2.97,29,Male,2024,9,September,0.75,18.564356435643564
O109391,C16996,P229235,Electronics,56.14,0.0,1,Credit Card,2025-03-17,7,East,No,56.14,6.27,0.47,48,Female,2025,3,March,49.870000000000005,88.83149269682936
O109392,C13548,P240562,Home,10.86,0.05,2,Credit Card,2025-08-11,4,West,Yes,20.63,5.66,0.12,62,Male,2025,8,August,14.969999999999999,72.56422685409596
O109393,C12757,P204114,Toys,6.06,0.0,1,Debit Card,2025-08-14,4,West,No,6.06,4.18,-1.76,54,Male,2025,8,August,1.88,31.02310231023102
O109394,C11956,P228154,Toys,5.8,0.1,1,PayPal,2025-06-03,5,East,No,5.22,3.17,-1.08,60,Male,2025,6,June,2.05,39.272030651341
O109395,C16464,P245602,Home,10.06,0.0,1,Credit Card,2024-03-16,4,West,No,10.06,1.59,1.23,44,Male,2024,3,March,8.47,84.1948310139165
O109396,C10178,P249199,Beauty,33.94,0.0,2,Debit Card,2023-09-20,5,East,No,67.88,6.39,24.16,39,Male,2023,9,September,61.489999999999995,90.58632881555685
O109397,C10896,P238906,Beauty,20.16,0.0,3,UPI,2023-11-10,5,East,No,60.48,5.21,22.01,40,Male,2023,11,November,55.269999999999996,91.38558201058201
O109398,C16362,P228890,Electronics,213.94,0.1,3,COD,2024-12-13,6,East,No,391.76,9.99,59.33,57,Female,2024,12,December,381.77,97.44996936900144
O109399,C16932,P221245,Fashion,10.39,0.0,1,Credit Card,2025-08-19,6,East,No,10.39,3.96,-0.32,33,Male,2025,8,August,6.430000000000001,61.886429258902794
O109400,C16068,P243038,Fashion,24.98,0.05,1,Debit Card,2024-08-06,5,East,Yes,23.73,5.65,2.66,33,Female,2024,8,August,18.08,76.19047619047619
O109401,C11551,P243266,Home,93.74,0.0,3,PayPal,2025-08-09,4,South,No,281.22,8.44,70.3,35,Male,2025,8,August,272.78000000000003,96.9987909821492
O109402,C10491,P224226,Fashion,302.34,0.1,1,COD,2024-11-05,6,South,No,280.57,9.1,80.58125000000001,43,Female,2024,11,November,271.46999999999997,96.75660263035961
O109403,C10060,P236183,Fashion,40.13,0.0,2,UPI,2025-05-21,6,West,No,80.26,6.39,21.7,36,Female,2025,5,May,73.87,92.0383752803389
O109404,C11077,P212595,Fashion,5.97,0.0,1,Debit Card,2023-09-16,3,North,No,5.97,3.5,-1.41,24,Male,2023,9,September,2.4699999999999998,41.37353433835846
O109405,C15799,P227718,Home,40.66,0.05,1,Debit Card,2025-08-13,6,West,No,38.63,4.41,6.41,34,Male,2025,8,August,34.22,88.58400207092933
O109406,C16681,P239218,Home,67.64,0.0,2,COD,2025-07-10,4,North,No,135.28,7.98,29.9,51,Male,2025,7,July,127.3,94.10112359550563
O109407,C12895,P225143,Electronics,247.82,0.0,1,COD,2025-01-24,4,West,No,247.82,7.3,22.44,46,Male,2025,1,January,240.51999999999998,97.05431361472036
O109408,C17131,P246178,Toys,24.06,0.0,1,COD,2024-05-01,5,East,No,24.06,6.66,2.96,38,Male,2024,5,May,17.4,72.31920199501248
O109409,C14160,P206164,Toys,19.56,0.1,1,COD,2024-09-26,5,Central,No,17.6,4.55,2.49,33,Male,2024,9,September,13.05,74.14772727272727
O109410,C13683,P232640,Fashion,40.0,0.05,1,COD,2025-07-24,4,West,No,38.0,4.38,8.92,60,Female,2025,7,July,33.62,88.4736842105263
O109411,C10585,P207787,Electronics,302.34,0.15,1,Debit Card,2024-12-15,3,North,Yes,391.76,8.46,56.96,61,Female,2024,12,December,383.3,97.84051460077599
O109412,C15823,P215924,Sports,31.48,0.05,1,Debit Card,2024-02-12,6,South,No,29.91,4.03,4.94,58,Female,2024,2,February,25.88,86.52624540287529
O109413,C16314,P245286,Grocery,2.07,0.0,1,UPI,2025-07-29,6,South,No,2.07,3.13,-2.96,41,Female,2025,7,July,-1.06,-51.20772946859904
O109414,C17440,P220449,Electronics,302.34,0.0,5,COD,2024-09-20,4,North,No,391.76,12.59,80.58125000000001,59,Female,2024,9,September,379.17,96.78629773330611
O109415,C13960,P200081,Electronics,251.57,0.0,3,Debit Card,2024-09-30,6,East,No,391.76,10.85,79.72,49,Female,2024,9,September,380.90999999999997,97.23044721257914
O109416,C13770,P203005,Fashion,44.63,0.0,1,Wallet,2025-08-03,5,West,No,44.63,3.92,11.7,65,Male,2025,8,August,40.71,91.2166704010755
O109417,C10534,P208408,Sports,188.61,0.0,2,Credit Card,2025-07-02,5,South,No,377.22,8.37,80.58125000000001,38,Female,2025,7,July,368.85,97.78113567679338
O109418,C13462,P200334,Grocery,39.39,0.0,2,Credit Card,2025-01-21,5,South,No,78.78,5.67,0.63,39,Female,2025,1,January,73.11,92.8027418126428
O109419,C14011,P211103,Sports,88.96,0.0,1,Credit Card,2024-06-29,6,East,No,88.96,6.75,19.94,68,Other,2024,6,June,82.21,92.4123201438849
O109420,C16836,P241712,Beauty,43.98,0.05,2,UPI,2024-11-18,6,East,No,83.56,7.58,30.02,22,Male,2024,11,November,75.98,90.92867400670177
O109421,C13398,P244721,Sports,87.39,0.05,2,Credit Card,2025-09-05,5,Central,No,166.04,8.82,40.99,47,Female,2025,9,September,157.22,94.68802698145026
O109422,C12155,P225169,Fashion,6.67,0.15,5,Debit Card,2025-05-03,4,Central,No,28.35,5.45,4.47,22,Male,2025,5,May,22.900000000000002,80.77601410934744
O109423,C15966,P230494,Sports,302.34,0.15,1,Credit Card,2024-01-15,3,Central,No,269.31,9.82,70.97,38,Male,2024,1,January,259.49,96.35364449890461
O109424,C17329,P243711,Fashion,88.7,0.0,3,Credit Card,2023-11-05,6,East,No,266.1,7.29,80.58125000000001,25,Male,2023,11,November,258.81,97.26042841037203
O109425,C16957,P223452,Fashion,73.84,0.05,1,Credit Card,2024-04-24,5,East,Yes,70.15,7.97,16.58,47,Male,2024,4,April,62.18000000000001,88.63863150392018
O109426,C11004,P226254,Fashion,33.67,0.0,1,UPI,2023-12-11,6,South,No,33.67,4.32,7.46,55,Female,2023,12,December,29.35,87.16958716958717
O109427,C12499,P203897,Sports,290.91,0.1,1,Debit Card,2025-07-25,5,West,No,261.82,7.34,71.21,23,Male,2025,7,July,254.48,97.19654724619969
O109428,C15325,P204648,Toys,15.24,0.05,2,COD,2023-10-12,3,North,No,28.96,6.33,5.25,18,Male,2023,10,October,22.630000000000003,78.14226519337018
O109429,C16733,P209674,Beauty,34.26,0.0,1,Credit Card,2023-11-29,7,West,No,34.26,4.36,11.06,28,Female,2023,11,November,29.9,87.27378867483947
O109430,C15135,P217166,Electronics,84.46,0.0,3,PayPal,2025-05-27,5,West,No,253.38,8.23,22.18,53,Female,2025,5,May,245.15,96.75191412108296
O109431,C10326,P226710,Electronics,130.28,0.0,1,PayPal,2025-08-15,5,Central,No,130.28,6.67,8.96,28,Male,2025,8,August,123.61,94.88025790604851
O109432,C14703,P219970,Fashion,32.14,0.0,1,Credit Card,2024-11-24,4,North,No,32.14,5.16,6.09,57,Male,2024,11,November,26.98,83.94523957685126
O109433,C12706,P203794,Fashion,47.8,0.0,2,Wallet,2025-08-22,6,West,No,95.6,7.1,26.36,26,Male,2025,8,August,88.5,92.57322175732217
O109434,C10001,P229184,Home,225.62,0.0,3,Debit Card,2024-01-20,6,South,No,391.76,8.43,80.58125000000001,62,Male,2024,1,January,383.33,97.84817235041862
O109435,C11033,P225559,Electronics,139.57,0.05,1,UPI,2025-09-11,5,West,No,132.59,7.0,8.91,29,Female,2025,9,September,125.59,94.72056716192775
O109436,C12481,P215344,Sports,156.4,0.1,1,PayPal,2023-11-18,3,North,No,140.76,6.93,35.3,49,Female,2023,11,November,133.82999999999998,95.076726342711
O109437,C10124,P245642,Sports,227.04,0.0,3,Debit Card,2024-01-16,6,South,No,391.76,10.15,80.58125000000001,58,Other,2024,1,January,381.61,97.40912803757404
O109438,C11104,P238365,Fashion,88.89,0.0,1,Credit Card,2024-12-19,3,Central,No,88.89,6.8,24.31,24,Female,2024,12,December,82.09,92.3500956238047
O109439,C16628,P231217,Beauty,26.86,0.05,1,Credit Card,2024-04-25,4,West,No,25.52,4.48,7.0,46,Female,2024,4,April,21.04,82.44514106583071
O109440,C12699,P239818,Electronics,302.34,0.1,1,UPI,2023-11-14,4,Central,No,391.76,7.56,56.13,20,Female,2023,11,November,384.2,98.07024709005515
O109441,C11861,P205051,Home,286.46,0.1,5,Debit Card,2025-05-10,6,East,No,391.76,10.52,80.58125000000001,64,Male,2025,5,May,381.24,97.31468245864816
O109442,C15269,P217126,Toys,17.93,0.0,1,Credit Card,2025-07-17,5,Central,No,17.93,2.56,4.61,43,Female,2025,7,July,15.37,85.72225320691578
O109443,C16943,P204544,Sports,173.39,0.0,1,Debit Card,2025-03-24,4,South,No,173.39,7.26,44.76,41,Male,2025,3,March,166.13,95.81290731876118
O109444,C12920,P212875,Electronics,227.67,0.05,1,Debit Card,2024-05-04,4,Central,No,216.29,8.52,17.43,24,Female,2024,5,May,207.76999999999998,96.06084423690416
O109445,C17507,P204355,Toys,16.54,0.0,1,PayPal,2025-02-18,6,East,No,16.54,3.76,2.86,58,Female,2025,2,February,12.78,77.26723095525998
O109446,C10128,P219992,Sports,15.31,0.0,2,Credit Card,2024-05-12,3,Central,No,30.62,5.98,3.21,52,Male,2024,5,May,24.64,80.47028086218158
O109447,C10437,P241053,Home,293.05,0.0,1,PayPal,2024-11-14,6,Central,No,293.05,7.73,74.32,30,Female,2024,11,November,285.32,97.36222487630096
O109448,C14846,P246076,Sports,24.87,0.3,1,COD,2025-08-29,5,East,No,17.41,5.6,-0.38,24,Female,2025,8,August,11.81,67.83457782883401
O109449,C12548,P231074,Electronics,155.05,0.0,4,Credit Card,2024-05-22,4,South,No,391.76,9.61,64.81,58,Female,2024,5,May,382.15,97.54696753114152
O109450,C13129,P202516,Beauty,12.36,0.0,1,Credit Card,2023-12-06,5,East,No,12.36,4.02,1.54,65,Male,2023,12,December,8.34,67.47572815533981
O109451,C11221,P222622,Beauty,6.02,0.1,1,Debit Card,2025-03-05,5,East,No,5.42,1.51,0.93,60,Male,2025,3,March,3.91,72.14022140221402
O109452,C16354,P245923,Grocery,34.55,0.15,1,Credit Card,2024-01-19,5,South,No,29.37,6.74,-4.39,45,Male,2024,1,January,22.630000000000003,77.05141300646919
O109453,C10901,P249242,Electronics,302.34,0.1,1,Debit Card,2024-11-20,4,West,Yes,391.76,8.88,80.58125000000001,38,Female,2024,11,November,382.88,97.73330610577905
O109454,C16188,P248171,Home,273.85,0.0,1,Debit Card,2024-01-25,3,North,No,273.85,7.26,69.42,46,Female,2024,1,January,266.59000000000003,97.34891363885339
O109455,C13168,P201479,Grocery,6.6,0.15,1,Credit Card,2024-05-10,3,North,No,5.61,2.73,-2.28,28,Male,2024,5,May,2.8800000000000003,51.33689839572193
O109456,C15398,P217338,Fashion,7.79,0.05,1,Debit Card,2025-04-04,5,South,No,7.4,2.55,0.04,39,Female,2025,4,April,4.8500000000000005,65.54054054054055
O109457,C16678,P227007,Toys,5.97,0.0,4,UPI,2025-07-03,5,South,No,23.88,5.65,3.9,35,Female,2025,7,July,18.229999999999997,76.3400335008375
O109458,C15529,P240982,Electronics,302.34,0.2,3,Credit Card,2024-11-05,5,East,No,391.76,10.53,80.58125000000001,52,Female,2024,11,November,381.23,97.31212987543395
O109459,C16604,P245078,Electronics,159.47,0.05,1,PayPal,2025-04-25,3,North,No,151.5,6.04,12.14,21,Male,2025,4,April,145.46,96.01320132013201
O109460,C14486,P221836,Fashion,114.7,0.0,1,UPI,2025-01-25,6,East,No,114.7,7.58,32.56,43,Female,2025,1,January,107.12,93.39145597210113
O109461,C13918,P229246,Toys,37.45,0.0,1,Credit Card,2025-03-14,4,West,No,37.45,6.6,8.38,33,Female,2025,3,March,30.85,82.37650200267022
O109462,C11067,P202547,Electronics,137.89,0.05,2,Wallet,2024-05-31,4,West,No,261.99,8.69,22.75,23,Male,2024,5,May,253.3,96.68307950685141
O109463,C10026,P237691,Home,165.68,0.1,1,Debit Card,2024-08-13,4,North,No,149.11,6.36,35.39,54,Female,2024,8,August,142.75,95.73469250888604
O109464,C16937,P228130,Electronics,239.78,0.3,2,Credit Card,2025-07-29,6,South,No,335.69,8.89,31.39,38,Male,2025,7,July,326.8,97.35172331615479
O109465,C17264,P249340,Fashion,16.9,0.0,1,Credit Card,2024-01-14,8,South,No,16.9,3.84,2.07,59,Other,2024,1,January,13.059999999999999,77.27810650887574
O109466,C17118,P248975,Home,127.43,0.1,1,Debit Card,2025-04-08,4,South,No,114.69,7.09,25.02,56,Male,2025,4,April,107.6,93.81811840613828
O109467,C10547,P200459,Fashion,94.3,0.0,1,Credit Card,2025-08-21,5,West,No,94.3,6.66,26.34,33,Male,2025,8,August,87.64,92.9374337221633
O109468,C12668,P202236,Fashion,133.54,0.05,2,Debit Card,2025-03-09,5,South,No,253.73,6.91,80.58125000000001,43,Male,2025,3,March,246.82,97.27663264099634
O109469,C10566,P220830,Home,17.97,0.0,1,UPI,2024-12-31,3,North,No,17.97,4.79,0.24,27,Female,2024,12,December,13.18,73.3444629938787
O109470,C10703,P200580,Sports,63.35,0.05,1,Credit Card,2025-01-17,5,South,No,60.18,6.96,11.09,69,Female,2025,1,January,53.22,88.43469591226321
O109471,C15338,P214439,Electronics,302.34,0.0,1,Credit Card,2023-11-29,5,South,Yes,351.41,9.58,32.59,51,Female,2023,11,November,341.83000000000004,97.27383967445434
O109472,C14280,P204715,Home,64.31,0.15,1,Credit Card,2023-12-26,4,South,Yes,54.66,6.2,9.1,66,Female,2023,12,December,48.459999999999994,88.65715331137943
O109473,C13140,P226107,Fashion,23.79,0.0,1,Credit Card,2024-10-17,5,Central,Yes,23.79,3.19,5.14,35,Male,2024,10,October,20.599999999999998,86.5910046237915
O109474,C17996,P225944,Home,204.62,0.05,2,Wallet,2024-05-12,3,North,No,388.78,9.38,80.58125000000001,59,Female,2024,5,May,379.4,97.58732445084624
O109475,C17297,P231764,Toys,32.0,0.15,1,Debit Card,2024-01-23,6,Central,No,27.2,4.73,6.15,36,Female,2024,1,January,22.47,82.61029411764706
O109476,C11590,P243394,Grocery,18.19,0.0,1,Debit Card,2025-03-20,4,North,No,18.19,4.82,-3.36,25,Female,2025,3,March,13.370000000000001,73.50192413413964
O109477,C16009,P227567,Fashion,117.49,0.0,3,Credit Card,2025-05-31,3,North,No,352.47,9.63,80.58125000000001,36,Female,2025,5,May,342.84000000000003,97.26785258319856
O109478,C17776,P238665,Beauty,19.72,0.0,4,Credit Card,2024-10-20,6,North,No,78.88,5.14,30.36,68,Male,2024,10,October,73.74,93.4837728194726
O109479,C14943,P232425,Sports,162.44,0.0,3,UPI,2025-09-03,6,North,No,391.76,11.08,80.58125000000001,50,Female,2025,9,September,380.68,97.17173779865223
O109480,C14694,P241432,Toys,2.22,0.0,1,PayPal,2024-11-08,5,South,No,2.22,1.72,-0.83,54,Male,2024,11,November,0.5000000000000002,22.522522522522532
O109481,C10805,P217242,Grocery,58.62,0.0,1,UPI,2024-03-06,4,South,No,58.62,7.42,-2.73,25,Male,2024,3,March,51.199999999999996,87.34220402592972
O109482,C17798,P243949,Home,302.34,0.0,1,Debit Card,2023-09-26,4,South,No,341.3,8.13,80.58125000000001,63,Male,2023,9,September,333.17,97.61793143861706
O109483,C13791,P218824,Grocery,25.24,0.0,1,COD,2024-07-04,3,North,No,25.24,4.05,-2.03,43,Male,2024,7,July,21.189999999999998,83.9540412044374
O109484,C11357,P211898,Grocery,12.67,0.0,1,Debit Card,2023-11-16,3,North,No,12.67,4.29,-3.28,39,Male,2023,11,November,8.379999999999999,66.14048934490923
O109485,C13225,P234480,Home,113.44,0.0,1,Credit Card,2025-06-18,5,South,No,113.44,6.7,25.06,32,Male,2025,6,June,106.74,94.0937940761636
O109486,C13618,P249667,Beauty,6.99,0.1,1,Credit Card,2024-06-10,6,East,No,6.29,4.9,-2.07,41,Male,2024,6,June,1.3899999999999997,22.09856915739268
O109487,C12126,P240123,Sports,15.45,0.3,1,PayPal,2025-04-17,6,East,No,10.82,3.66,-0.41,20,Female,2025,4,April,7.16,66.17375231053605
O109488,C16722,P243353,Home,48.91,0.0,1,Wallet,2024-09-22,4,West,No,48.91,6.96,6.73,36,Male,2024,9,September,41.949999999999996,85.76978123083214
O109489,C15974,P217759,Sports,26.09,0.05,2,Debit Card,2024-07-17,5,West,No,49.57,7.15,7.72,45,Female,2024,7,July,42.42,85.57595319749849
O109490,C12460,P223068,Home,118.34,0.0,1,Debit Card,2025-01-21,5,East,No,118.34,8.72,24.42,21,Male,2025,1,January,109.62,92.63140104782829
O109491,C10545,P203669,Electronics,181.39,0.1,1,Wallet,2025-05-13,7,East,No,163.25,7.29,12.3,62,Female,2025,5,May,155.96,95.53445635528331
O109492,C15728,P214382,Toys,11.65,0.0,1,Credit Card,2025-05-14,3,North,No,11.65,3.66,1.0,37,Male,2025,5,May,7.99,68.58369098712447
O109493,C16312,P215436,Grocery,1.35,0.0,1,UPI,2024-04-08,3,Central,No,1.35,1.62,-1.51,56,Female,2024,4,April,-0.27,-20.0
O109494,C12728,P218774,Electronics,302.34,0.0,1,Credit Card,2023-11-23,6,West,No,308.52,8.37,28.65,32,Female,2023,11,November,300.15,97.28704784130689
O109495,C13734,P236030,Toys,23.0,0.3,4,Credit Card,2025-02-18,3,North,No,64.4,6.29,19.47,56,Male,2025,2,February,58.11000000000001,90.23291925465838
O109496,C16726,P204638,Home,63.6,0.0,1,Credit Card,2024-06-20,5,South,No,63.6,5.32,12.49,30,Male,2024,6,June,58.28,91.63522012578616
O109497,C12562,P202866,Beauty,6.45,0.0,1,Debit Card,2024-04-13,3,North,No,6.45,3.25,-0.35,22,Female,2024,4,April,3.2,49.6124031007752
